Consumption,hour,dayofweek,month,year,lag1,lag2,lag3,prediction
885,14,3,11,2018,667.0,706.0,,
842,15,3,11,2018,641.0,704.0,,
824,16,3,11,2018,661.0,729.0,,
877,17,3,11,2018,660.0,730.0,,
891,18,3,11,2018,694.0,707.0,,
896,19,3,11,2018,710.0,714.0,,
897,20,3,11,2018,774.0,696.0,,
877,21,3,11,2018,759.0,744.0,,
838,22,3,11,2018,713.0,734.0,,
852,23,3,11,2018,656.0,651.0,,
771,0,4,11,2018,601.0,621.0,,
701,1,4,11,2018,550.0,585.0,,
685,2,4,11,2018,545.0,584.0,,
669,3,4,11,2018,523.0,544.0,,
645,4,4,11,2018,514.0,526.0,,
631,5,4,11,2018,537.0,525.0,,
650,6,4,11,2018,532.0,497.0,,
694,7,4,11,2018,597.0,509.0,,
732,8,4,11,2018,595.0,540.0,,
785,9,4,11,2018,649.0,623.0,,
867,10,4,11,2018,689.0,657.0,,
881,11,4,11,2018,693.0,687.0,,
893,12,4,11,2018,725.0,688.0,,
886,13,4,11,2018,684.0,686.0,,
872,14,4,11,2018,682.0,681.0,,
862,15,4,11,2018,656.0,647.0,,
847,16,4,11,2018,658.0,671.0,,
878,17,4,11,2018,687.0,664.0,,
915,18,4,11,2018,657.0,657.0,,
928,19,4,11,2018,689.0,653.0,,
888,20,4,11,2018,772.0,678.0,,
863,21,4,11,2018,747.0,718.0,,
872,22,4,11,2018,721.0,703.0,,
823,23,4,11,2018,687.0,652.0,,
780,0,5,11,2018,615.0,634.0,,
740,1,5,11,2018,551.0,579.0,,
715,2,5,11,2018,551.0,546.0,,
637,3,5,11,2018,538.0,517.0,,
666,4,5,11,2018,521.0,523.0,,
655,5,5,11,2018,511.0,554.0,,
693,6,5,11,2018,532.0,535.0,,
699,7,5,11,2018,590.0,527.0,,
688,8,5,11,2018,599.0,555.0,,
739,9,5,11,2018,635.0,606.0,,
801,10,5,11,2018,681.0,655.0,,
845,11,5,11,2018,692.0,660.0,,
871,12,5,11,2018,690.0,668.0,,
852,13,5,11,2018,690.0,667.0,,
826,14,5,11,2018,670.0,680.0,,
818,15,5,11,2018,657.0,673.0,,
792,16,5,11,2018,651.0,672.0,,
812,17,5,11,2018,654.0,673.0,,
865,18,5,11,2018,687.0,671.0,,
871,19,5,11,2018,716.0,682.0,,
879,20,5,11,2018,765.0,698.0,,
844,21,5,11,2018,747.0,717.0,,
828,22,5,11,2018,707.0,725.0,,
776,23,5,11,2018,660.0,696.0,,
755,0,6,11,2018,598.0,622.0,,
710,1,6,11,2018,559.0,589.0,,
667,2,6,11,2018,542.0,561.0,,
677,3,6,11,2018,517.0,547.0,,
636,4,6,11,2018,493.0,539.0,,
634,5,6,11,2018,511.0,516.0,,
632,6,6,11,2018,510.0,512.0,,
666,7,6,11,2018,578.0,510.0,,
655,8,6,11,2018,617.0,549.0,,
678,9,6,11,2018,641.0,571.0,,
761,10,6,11,2018,684.0,649.0,,
791,11,6,11,2018,661.0,667.0,,
803,12,6,11,2018,668.0,673.0,,
814,13,6,11,2018,663.0,643.0,,
810,14,6,11,2018,653.0,647.0,,
804,15,6,11,2018,637.0,617.0,,
793,16,6,11,2018,659.0,640.0,,
817,17,6,11,2018,652.0,628.0,,
837,18,6,11,2018,647.0,664.0,,
877,19,6,11,2018,700.0,653.0,,
896,20,6,11,2018,750.0,667.0,,
866,21,6,11,2018,758.0,691.0,,
839,22,6,11,2018,695.0,706.0,,
789,23,6,11,2018,685.0,666.0,,
741,0,0,11,2018,619.0,624.0,,
699,1,0,11,2018,578.0,564.0,,
689,2,0,11,2018,552.0,513.0,,
655,3,0,11,2018,536.0,524.0,,
654,4,0,11,2018,528.0,502.0,,
636,5,0,11,2018,521.0,506.0,,
662,6,0,11,2018,514.0,503.0,,
692,7,0,11,2018,521.0,501.0,,
756,8,0,11,2018,568.0,509.0,,
795,9,0,11,2018,613.0,603.0,,
818,10,0,11,2018,654.0,608.0,,
837,11,0,11,2018,690.0,621.0,,
898,12,0,11,2018,658.0,634.0,,
893,13,0,11,2018,674.0,619.0,,
864,14,0,11,2018,688.0,642.0,,
883,15,0,11,2018,687.0,631.0,,
837,16,0,11,2018,678.0,589.0,,
852,17,0,11,2018,664.0,608.0,,
924,18,0,11,2018,662.0,620.0,,
896,19,0,11,2018,704.0,647.0,,
933,20,0,11,2018,784.0,633.0,,
867,21,0,11,2018,742.0,663.0,,
849,22,0,11,2018,711.0,691.0,,
798,23,0,11,2018,661.0,666.0,,
729,0,1,11,2018,633.0,631.0,,
710,1,1,11,2018,573.0,573.0,,
659,2,1,11,2018,531.0,510.0,,
633,3,1,11,2018,515.0,500.0,,
648,4,1,11,2018,504.0,506.0,,
668,5,1,11,2018,502.0,475.0,,
678,6,1,11,2018,506.0,512.0,,
722,7,1,11,2018,524.0,540.0,,
746,8,1,11,2018,517.0,580.0,,
809,9,1,11,2018,601.0,667.0,,
858,10,1,11,2018,631.0,663.0,,
881,11,1,11,2018,644.0,683.0,,
908,12,1,11,2018,680.0,672.0,,
887,13,1,11,2018,685.0,671.0,,
851,14,1,11,2018,673.0,642.0,,
863,15,1,11,2018,640.0,639.0,,
861,16,1,11,2018,680.0,669.0,,
877,17,1,11,2018,666.0,661.0,,
909,18,1,11,2018,696.0,658.0,,
949,19,1,11,2018,742.0,658.0,,
895,20,1,11,2018,782.0,654.0,,
864,21,1,11,2018,760.0,665.0,,
819,22,1,11,2018,726.0,698.0,,
809,23,1,11,2018,685.0,649.0,,
734,0,2,11,2018,599.0,558.0,,
706,1,2,11,2018,587.0,519.0,,
636,2,2,11,2018,558.0,495.0,,
648,3,2,11,2018,541.0,473.0,,
656,4,2,11,2018,531.0,460.0,,
675,5,2,11,2018,504.0,458.0,,
671,6,2,11,2018,542.0,451.0,,
710,7,2,11,2018,599.0,493.0,,
738,8,2,11,2018,593.0,575.0,,
804,9,2,11,2018,673.0,606.0,,
829,10,2,11,2018,740.0,671.0,,
860,11,2,11,2018,739.0,699.0,,
870,12,2,11,2018,766.0,716.0,,
845,13,2,11,2018,735.0,654.0,,
896,14,2,11,2018,732.0,661.0,,
836,15,2,11,2018,712.0,657.0,,
858,16,2,11,2018,712.0,668.0,,
856,17,2,11,2018,765.0,652.0,,
903,18,2,11,2018,724.0,682.0,,
931,19,2,11,2018,772.0,681.0,,
906,20,2,11,2018,819.0,662.0,,
903,21,2,11,2018,768.0,702.0,,
847,22,2,11,2018,745.0,715.0,,
820,23,2,11,2018,701.0,672.0,,
754,0,3,11,2018,638.0,602.0,,
695,1,3,11,2018,605.0,564.0,,
665,2,3,11,2018,562.0,532.0,,
651,3,3,11,2018,542.0,490.0,,
641,4,3,11,2018,566.0,512.0,,
649,5,3,11,2018,545.0,474.0,,
674,6,3,11,2018,558.0,466.0,,
714,7,3,11,2018,611.0,477.0,,
775,8,3,11,2018,648.0,524.0,,
814,9,3,11,2018,712.0,607.0,,
864,10,3,11,2018,718.0,602.0,,
841,11,3,11,2018,717.0,634.0,,
855,12,3,11,2018,718.0,649.0,,
862,13,3,11,2018,708.0,608.0,,
890,14,3,11,2018,675.0,607.0,,
891,15,3,11,2018,672.0,616.0,,
868,16,3,11,2018,677.0,612.0,,
882,17,3,11,2018,690.0,613.0,,
942,18,3,11,2018,711.0,634.0,,
951,19,3,11,2018,774.0,628.0,,
959,20,3,11,2018,754.0,628.0,,
936,21,3,11,2018,757.0,636.0,,
885,22,3,11,2018,742.0,663.0,,
842,23,3,11,2018,705.0,649.0,,
788,0,4,11,2018,659.0,602.0,,
709,1,4,11,2018,585.0,527.0,,
688,2,4,11,2018,576.0,495.0,,
677,3,4,11,2018,566.0,492.0,,
672,4,4,11,2018,538.0,463.0,,
646,5,4,11,2018,564.0,479.0,,
680,6,4,11,2018,558.0,458.0,,
744,7,4,11,2018,601.0,469.0,,
799,8,4,11,2018,657.0,508.0,,
836,9,4,11,2018,688.0,559.0,,
852,10,4,11,2018,744.0,624.0,,
905,11,4,11,2018,729.0,625.0,,
908,12,4,11,2018,721.0,653.0,,
891,13,4,11,2018,704.0,668.0,,
883,14,4,11,2018,690.0,602.0,,
845,15,4,11,2018,683.0,615.0,,
864,16,4,11,2018,681.0,626.0,,
881,17,4,11,2018,702.0,613.0,,
937,18,4,11,2018,711.0,646.0,,
954,19,4,11,2018,776.0,641.0,,
956,20,4,11,2018,839.0,637.0,,
936,21,4,11,2018,767.0,680.0,,
905,22,4,11,2018,766.0,718.0,,
866,23,4,11,2018,680.0,657.0,,
823,0,5,11,2018,654.0,618.0,,
792,1,5,11,2018,608.0,549.0,,
732,2,5,11,2018,575.0,512.0,,
717,3,5,11,2018,558.0,466.0,,
748,4,5,11,2018,540.0,461.0,,
735,5,5,11,2018,536.0,483.0,,
739,6,5,11,2018,521.0,475.0,,
749,7,5,11,2018,611.0,545.0,,
753,8,5,11,2018,644.0,539.0,,
850,9,5,11,2018,683.0,604.0,,
917,10,5,11,2018,729.0,643.0,,
926,11,5,11,2018,722.0,646.0,,
930,12,5,11,2018,712.0,669.0,,
929,13,5,11,2018,738.0,669.0,,
910,14,5,11,2018,708.0,635.0,,
919,15,5,11,2018,732.0,653.0,,
862,16,5,11,2018,683.0,637.0,,
891,17,5,11,2018,699.0,649.0,,
936,18,5,11,2018,728.0,652.0,,
991,19,5,11,2018,800.0,659.0,,
955,20,5,11,2018,817.0,632.0,,
932,21,5,11,2018,804.0,694.0,,
910,22,5,11,2018,754.0,697.0,,
860,23,5,11,2018,702.0,670.0,,
822,0,6,11,2018,625.0,564.0,,
805,1,6,11,2018,610.0,527.0,,
766,2,6,11,2018,558.0,473.0,,
757,3,6,11,2018,548.0,487.0,,
736,4,6,11,2018,524.0,478.0,,
710,5,6,11,2018,558.0,474.0,,
749,6,6,11,2018,564.0,468.0,,
765,7,6,11,2018,621.0,520.0,,
760,8,6,11,2018,647.0,558.0,,
811,9,6,11,2018,714.0,627.0,,
898,10,6,11,2018,722.0,681.0,,
918,11,6,11,2018,733.0,685.0,,
929,12,6,11,2018,741.0,680.0,,
907,13,6,11,2018,776.0,664.0,,
908,14,6,11,2018,748.0,680.0,,
890,15,6,11,2018,769.0,644.0,,
848,16,6,11,2018,742.0,630.0,,
888,17,6,11,2018,771.0,649.0,,
954,18,6,11,2018,796.0,640.0,,
971,19,6,11,2018,797.0,637.0,,
927,20,6,11,2018,824.0,649.0,,
935,21,6,11,2018,805.0,672.0,,
911,22,6,11,2018,762.0,727.0,,
885,23,6,11,2018,726.0,648.0,,
804,0,0,11,2018,664.0,607.0,,
802,1,0,11,2018,623.0,531.0,,
740,2,0,11,2018,599.0,502.0,,
727,3,0,11,2018,583.0,495.0,,
688,4,0,11,2018,570.0,490.0,,
708,5,0,11,2018,571.0,486.0,,
752,6,0,11,2018,540.0,488.0,,
820,7,0,11,2018,594.0,522.0,,
873,8,0,11,2018,607.0,582.0,,
914,9,0,11,2018,686.0,641.0,,
979,10,0,11,2018,710.0,625.0,,
964,11,0,11,2018,739.0,665.0,,
973,12,0,11,2018,764.0,650.0,,
949,13,0,11,2018,755.0,621.0,,
949,14,0,11,2018,760.0,625.0,,
904,15,0,11,2018,760.0,653.0,,
896,16,0,11,2018,703.0,663.0,,
955,17,0,11,2018,749.0,676.0,,
987,18,0,11,2018,754.0,687.0,,
999,19,0,11,2018,826.0,701.0,,
991,20,0,11,2018,839.0,735.0,,
946,21,0,11,2018,799.0,729.0,,
945,22,0,11,2018,748.0,731.0,,
895,23,0,11,2018,737.0,677.0,,
850,0,1,11,2018,644.0,625.0,,
794,1,1,11,2018,653.0,603.0,,
736,2,1,11,2018,612.0,562.0,,
731,3,1,11,2018,574.0,544.0,,
749,4,1,11,2018,562.0,495.0,,
702,5,1,11,2018,601.0,502.0,,
741,6,1,11,2018,605.0,485.0,,
824,7,1,11,2018,593.0,530.0,,
859,8,1,11,2018,620.0,570.0,,
894,9,1,11,2018,666.0,647.0,,
911,10,1,11,2018,694.0,657.0,,
929,11,1,11,2018,741.0,699.0,,
942,12,1,11,2018,742.0,692.0,,
936,13,1,11,2018,735.0,664.0,,
926,14,1,11,2018,721.0,657.0,,
902,15,1,11,2018,730.0,674.0,,
925,16,1,11,2018,735.0,648.0,,
930,17,1,11,2018,750.0,686.0,,
970,18,1,11,2018,736.0,624.0,,
992,19,1,11,2018,828.0,665.0,,
974,20,1,11,2018,836.0,684.0,,
936,21,1,11,2018,850.0,752.0,,
902,22,1,11,2018,795.0,733.0,,
863,23,1,11,2018,732.0,688.0,,
831,0,2,11,2018,681.0,594.0,,
776,1,2,11,2018,638.0,553.0,,
751,2,2,11,2018,628.0,519.0,,
749,3,2,11,2018,636.0,530.0,,
718,4,2,11,2018,607.0,514.0,,
718,5,2,11,2018,573.0,510.0,,
733,6,2,11,2018,596.0,496.0,,
793,7,2,11,2018,697.0,527.0,,
858,8,2,11,2018,721.0,585.0,,
857,9,2,11,2018,780.0,652.0,,
923,10,2,11,2018,836.0,649.0,,
914,11,2,11,2018,815.0,666.0,,
938,12,2,11,2018,837.0,680.0,,
910,13,2,11,2018,803.0,637.0,,
926,14,2,11,2018,786.0,618.0,,
896,15,2,11,2018,814.0,642.0,,
900,16,2,11,2018,834.0,638.0,,
925,17,2,11,2018,840.0,652.0,,
975,18,2,11,2018,840.0,668.0,,
985,19,2,11,2018,884.0,645.0,,
970,20,2,11,2018,876.0,660.0,,
944,21,2,11,2018,865.0,739.0,,
929,22,2,11,2018,834.0,727.0,,
882,23,2,11,2018,787.0,655.0,,
846,0,3,11,2018,713.0,620.0,,
792,1,3,11,2018,682.0,572.0,,
743,2,3,11,2018,635.0,517.0,,
745,3,3,11,2018,633.0,533.0,,
764,4,3,11,2018,625.0,476.0,,
773,5,3,11,2018,625.0,467.0,,
751,6,3,11,2018,644.0,490.0,,
834,7,3,11,2018,661.0,482.0,,
856,8,3,11,2018,702.0,535.0,,
915,9,3,11,2018,767.0,582.0,,
948,10,3,11,2018,818.0,697.0,,
971,11,3,11,2018,820.0,663.0,,
964,12,3,11,2018,842.0,657.0,,
942,13,3,11,2018,842.0,651.0,,
939,14,3,11,2018,838.0,646.0,,
903,15,3,11,2018,842.0,625.0,,
881,16,3,11,2018,831.0,609.0,,
908,17,3,11,2018,879.0,640.0,,
981,18,3,11,2018,875.0,615.0,,
984,19,3,11,2018,907.0,642.0,,
959,20,3,11,2018,896.0,650.0,,
941,21,3,11,2018,871.0,708.0,,
911,22,3,11,2018,822.0,681.0,,
875,23,3,11,2018,801.0,674.0,,
835,0,4,11,2018,725.0,597.0,,
779,1,4,11,2018,669.0,561.0,,
763,2,4,11,2018,666.0,539.0,,
755,3,4,11,2018,631.0,522.0,,
753,4,4,11,2018,633.0,480.0,,
772,5,4,11,2018,640.0,461.0,,
782,6,4,11,2018,648.0,453.0,,
828,7,4,11,2018,697.0,462.0,,
897,8,4,11,2018,756.0,478.0,,
916,9,4,11,2018,837.0,556.0,,
975,10,4,11,2018,820.0,612.0,,
981,11,4,11,2018,817.0,621.0,,
960,12,4,11,2018,810.0,634.0,,
939,13,4,11,2018,802.0,625.0,,
932,14,4,11,2018,809.0,612.0,,
924,15,4,11,2018,824.0,624.0,,
881,16,4,11,2018,818.0,631.0,,
925,17,4,11,2018,822.0,632.0,,
971,18,4,11,2018,859.0,633.0,,
980,19,4,11,2018,927.0,634.0,,
957,20,4,11,2018,960.0,647.0,,
966,21,4,11,2018,889.0,697.0,,
928,22,4,11,2018,860.0,698.0,,
905,23,4,11,2018,819.0,654.0,,
844,0,5,11,2018,756.0,592.0,,
800,1,5,11,2018,700.0,527.0,,
746,2,5,11,2018,656.0,495.0,,
735,3,5,11,2018,651.0,498.0,,
770,4,5,11,2018,683.0,443.0,,
783,5,5,11,2018,624.0,444.0,,
773,6,5,11,2018,658.0,448.0,,
775,7,5,11,2018,719.0,475.0,,
819,8,5,11,2018,767.0,507.0,,
877,9,5,11,2018,782.0,587.0,,
921,10,5,11,2018,846.0,607.0,,
943,11,5,11,2018,881.0,630.0,,
934,12,5,11,2018,844.0,621.0,,
908,13,5,11,2018,846.0,603.0,,
901,14,5,11,2018,831.0,597.0,,
910,15,5,11,2018,834.0,607.0,,
892,16,5,11,2018,844.0,609.0,,
912,17,5,11,2018,861.0,597.0,,
962,18,5,11,2018,848.0,632.0,,
993,19,5,11,2018,908.0,593.0,,
964,20,5,11,2018,912.0,652.0,,
927,21,5,11,2018,885.0,673.0,,
909,22,5,11,2018,864.0,659.0,,
896,23,5,11,2018,802.0,615.0,,
842,0,6,11,2018,767.0,553.0,,
782,1,6,11,2018,692.0,509.0,,
735,2,6,11,2018,667.0,466.0,,
728,3,6,11,2018,653.0,465.0,,
695,4,6,11,2018,662.0,454.0,,
722,5,6,11,2018,629.0,424.0,,
692,6,6,11,2018,673.0,425.0,,
723,7,6,11,2018,711.0,479.0,,
741,8,6,11,2018,741.0,523.0,,
781,9,6,11,2018,800.0,606.0,,
835,10,6,11,2018,839.0,625.0,,
875,11,6,11,2018,854.0,628.0,,
869,12,6,11,2018,870.0,636.0,,
880,13,6,11,2018,859.0,588.0,,
904,14,6,11,2018,847.0,595.0,,
889,15,6,11,2018,843.0,626.0,,
871,16,6,11,2018,832.0,637.0,,
904,17,6,11,2018,864.0,651.0,,
927,18,6,11,2018,877.0,657.0,,
945,19,6,11,2018,913.0,674.0,,
938,20,6,11,2018,907.0,673.0,,
929,21,6,11,2018,908.0,686.0,,
880,22,6,11,2018,859.0,692.0,,
870,23,6,11,2018,832.0,618.0,,
795,0,0,11,2018,755.0,562.0,,
753,1,0,11,2018,676.0,534.0,,
727,2,0,11,2018,646.0,497.0,,
721,3,0,11,2018,620.0,502.0,,
724,4,0,11,2018,631.0,446.0,,
720,5,0,11,2018,622.0,444.0,,
757,6,0,11,2018,633.0,449.0,,
840,7,0,11,2018,666.0,492.0,,
829,8,0,11,2018,660.0,549.0,,
871,9,0,11,2018,711.0,645.0,,
887,10,0,11,2018,787.0,698.0,,
938,11,0,11,2018,811.0,664.0,,
939,12,0,11,2018,827.0,626.0,,
940,13,0,11,2018,776.0,669.0,,
907,14,0,11,2018,783.0,638.0,,
891,15,0,11,2018,797.0,674.0,,
891,16,0,11,2018,783.0,651.0,,
921,17,0,11,2018,806.0,675.0,,
887,18,0,11,2018,826.0,634.0,,
978,19,0,11,2018,860.0,646.0,,
955,20,0,11,2018,828.0,652.0,,
955,21,0,11,2018,834.0,690.0,,
886,22,0,11,2018,785.0,664.0,,
887,23,0,11,2018,759.0,629.0,,
812,0,1,11,2018,726.0,603.0,,
765,1,1,11,2018,687.0,560.0,,
729,2,1,11,2018,634.0,506.0,,
721,3,1,11,2018,623.0,514.0,,
708,4,1,11,2018,592.0,462.0,,
697,5,1,11,2018,592.0,440.0,,
708,6,1,11,2018,618.0,452.0,,
748,7,1,11,2018,632.0,503.0,,
808,8,1,11,2018,637.0,560.0,,
835,9,1,11,2018,698.0,600.0,,
891,10,1,11,2018,722.0,631.0,,
922,11,1,11,2018,775.0,650.0,,
938,12,1,11,2018,775.0,678.0,,
913,13,1,11,2018,802.0,633.0,,
891,14,1,11,2018,774.0,605.0,,
885,15,1,11,2018,748.0,632.0,,
897,16,1,11,2018,794.0,640.0,,
941,17,1,11,2018,800.0,687.0,,
988,18,1,11,2018,800.0,651.0,,
995,19,1,11,2018,880.0,661.0,,
992,20,1,11,2018,854.0,661.0,,
957,21,1,11,2018,832.0,693.0,,
923,22,1,11,2018,806.0,679.0,,
859,23,1,11,2018,748.0,676.0,,
804,0,2,11,2018,700.0,595.0,,
800,1,2,11,2018,663.0,547.0,,
740,2,2,11,2018,630.0,521.0,,
722,3,2,11,2018,617.0,487.0,,
718,4,2,11,2018,583.0,474.0,,
734,5,2,11,2018,579.0,429.0,,
716,6,2,11,2018,587.0,423.0,,
819,7,2,11,2018,657.0,458.0,,
884,8,2,11,2018,712.0,536.0,,
942,9,2,11,2018,770.0,588.0,,
945,10,2,11,2018,815.0,596.0,,
946,11,2,11,2018,808.0,608.0,,
936,12,2,11,2018,849.0,601.0,,
935,13,2,11,2018,813.0,597.0,,
897,14,2,11,2018,810.0,609.0,,
874,15,2,11,2018,807.0,610.0,,
886,16,2,11,2018,800.0,604.0,,
909,17,2,11,2018,843.0,605.0,,
969,18,2,11,2018,865.0,589.0,,
971,19,2,11,2018,890.0,606.0,,
996,20,2,11,2018,905.0,622.0,,
953,21,2,11,2018,879.0,662.0,,
947,22,2,11,2018,833.0,638.0,,
908,23,2,11,2018,790.0,605.0,,
841,0,3,11,2018,741.0,539.0,,
768,1,3,11,2018,661.0,487.0,,
729,2,3,11,2018,665.0,474.0,,
685,3,3,11,2018,618.0,487.0,,
681,4,3,11,2018,630.0,431.0,,
712,5,3,11,2018,610.0,385.0,,
732,6,3,11,2018,610.0,410.0,,
785,7,3,11,2018,674.0,433.0,,
841,8,3,11,2018,718.0,473.0,,
884,9,3,11,2018,773.0,539.0,,
912,10,3,11,2018,804.0,584.0,,
908,11,3,11,2018,828.0,599.0,,
941,12,3,11,2018,821.0,583.0,,
936,13,3,11,2018,814.0,573.0,,
934,14,3,11,2018,808.0,563.0,,
894,15,3,11,2018,786.0,589.0,,
918,16,3,11,2018,772.0,570.0,,
932,17,3,11,2018,806.0,558.0,,
971,18,3,11,2018,824.0,553.0,,
966,19,3,11,2018,879.0,590.0,,
967,20,3,11,2018,883.0,578.0,,
933,21,3,11,2018,879.0,629.0,,
894,22,3,11,2018,848.0,634.0,,
871,23,3,11,2018,796.0,588.0,,
814,0,4,11,2018,735.0,538.0,,
794,1,4,11,2018,703.0,510.0,,
743,2,4,11,2018,624.0,482.0,,
707,3,4,11,2018,663.0,496.0,,
715,4,4,11,2018,634.0,472.0,,
685,5,4,11,2018,643.0,440.0,,
730,6,4,11,2018,624.0,422.0,,
808,7,4,11,2018,697.0,451.0,,
884,8,4,11,2018,740.0,476.0,,
926,9,4,11,2018,775.0,524.0,,
931,10,4,11,2018,846.0,585.0,,
939,11,4,11,2018,809.0,644.0,,
952,12,4,11,2018,846.0,647.0,,
880,13,4,11,2018,803.0,619.0,,
896,14,4,11,2018,782.0,622.0,,
913,15,4,11,2018,771.0,617.0,,
913,16,4,11,2018,788.0,613.0,,
918,17,4,11,2018,800.0,619.0,,
984,18,4,11,2018,826.0,624.0,,
955,19,4,11,2018,897.0,631.0,,
937,20,4,11,2018,879.0,643.0,,
961,21,4,11,2018,874.0,690.0,,
892,22,4,11,2018,822.0,654.0,,
885,23,4,11,2018,788.0,626.0,,
838,0,5,11,2018,717.0,568.0,,
794,1,5,11,2018,678.0,520.0,,
746,2,5,11,2018,657.0,498.0,,
721,3,5,11,2018,592.0,469.0,,
720,4,5,11,2018,621.0,467.0,,
702,5,5,11,2018,638.0,451.0,,
755,6,5,11,2018,662.0,441.0,,
748,7,5,11,2018,697.0,465.0,,
773,8,5,11,2018,747.0,518.0,,
791,9,5,11,2018,794.0,591.0,,
847,10,5,11,2018,809.0,618.0,,
888,11,5,11,2018,823.0,640.0,,
891,12,5,11,2018,841.0,631.0,,
874,13,5,11,2018,842.0,648.0,,
908,14,5,11,2018,829.0,631.0,,
853,15,5,11,2018,782.0,585.0,,
856,16,5,11,2018,749.0,635.0,,
866,17,5,11,2018,762.0,635.0,,
926,18,5,11,2018,773.0,617.0,,
962,19,5,11,2018,872.0,625.0,,
950,20,5,11,2018,880.0,623.0,,
913,21,5,11,2018,850.0,642.0,,
906,22,5,11,2018,815.0,646.0,,
895,23,5,11,2018,768.0,623.0,,
825,0,6,11,2018,720.0,557.0,,
790,1,6,11,2018,658.0,513.0,,
762,2,6,11,2018,642.0,467.0,,
756,3,6,11,2018,656.0,452.0,,
724,4,6,11,2018,637.0,459.0,,
704,5,6,11,2018,602.0,436.0,,
686,6,6,11,2018,604.0,426.0,,
713,7,6,11,2018,675.0,472.0,,
742,8,6,11,2018,738.0,532.0,,
765,9,6,11,2018,778.0,583.0,,
840,10,6,11,2018,813.0,622.0,,
881,11,6,11,2018,802.0,640.0,,
894,12,6,11,2018,811.0,711.0,,
914,13,6,11,2018,810.0,608.0,,
876,14,6,11,2018,794.0,601.0,,
864,15,6,11,2018,761.0,621.0,,
864,16,6,11,2018,737.0,606.0,,
886,17,6,11,2018,768.0,618.0,,
959,18,6,11,2018,770.0,605.0,,
975,19,6,11,2018,817.0,646.0,,
961,20,6,11,2018,863.0,634.0,,
915,21,6,11,2018,850.0,712.0,,
897,22,6,11,2018,792.0,656.0,,
866,23,6,11,2018,724.0,632.0,,
829,0,0,11,2018,729.0,577.0,,
786,1,0,11,2018,655.0,565.0,,
774,2,0,11,2018,634.0,502.0,,
711,3,0,11,2018,614.0,490.0,,
705,4,0,11,2018,648.0,512.0,,
720,5,0,11,2018,632.0,453.0,,
697,6,0,11,2018,616.0,470.0,,
774,7,0,11,2018,609.0,496.0,,
837,8,0,11,2018,637.0,569.0,,
908,9,0,11,2018,718.0,615.0,,
921,10,0,11,2018,745.0,684.0,,
910,11,0,11,2018,805.0,663.0,,
938,12,0,11,2018,815.0,632.0,,
946,13,0,11,2018,790.0,673.0,,
927,14,0,11,2018,773.0,619.0,,
926,15,0,11,2018,808.0,626.0,,
887,16,0,11,2018,754.0,663.0,,
932,17,0,11,2018,737.0,680.0,,
997,18,0,11,2018,785.0,682.0,,
1009,19,0,11,2018,827.0,679.0,,
997,20,0,11,2018,808.0,656.0,,
969,21,0,11,2018,804.0,680.0,,
943,22,0,11,2018,783.0,669.0,,
881,23,0,11,2018,740.0,668.0,,
829,0,1,11,2018,707.0,600.0,,
795,1,1,11,2018,657.0,558.0,,
723,2,1,11,2018,652.0,522.0,,
727,3,1,11,2018,597.0,509.0,,
718,4,1,11,2018,596.0,471.0,,
733,5,1,11,2018,590.0,477.0,,
745,6,1,11,2018,585.0,471.0,,
785,7,1,11,2018,587.0,498.0,,
852,8,1,11,2018,630.0,554.0,,
874,9,1,11,2018,657.0,589.0,,
932,10,1,11,2018,715.0,654.0,,
934,11,1,11,2018,761.0,676.0,,
934,12,1,11,2018,761.0,676.0,,
959,13,1,11,2018,810.0,656.0,,
912,14,1,11,2018,777.0,620.0,,
923,15,1,11,2018,753.0,631.0,,
903,16,1,11,2018,752.0,658.0,,
936,17,1,11,2018,786.0,665.0,,
978,18,1,11,2018,822.0,639.0,,
1014,19,1,11,2018,893.0,641.0,,
1015,20,1,11,2018,836.0,630.0,,
989,21,1,11,2018,863.0,674.0,,
925,22,1,11,2018,786.0,698.0,,
871,23,1,11,2018,776.0,641.0,,
825,0,2,11,2018,709.0,590.0,,
768,1,2,11,2018,682.0,522.0,,
769,2,2,11,2018,653.0,477.0,,
731,3,2,11,2018,609.0,476.0,,
711,4,2,11,2018,591.0,489.0,,
712,5,2,11,2018,628.0,439.0,,
743,6,2,11,2018,631.0,434.0,,
789,7,2,11,2018,703.0,471.0,,
847,8,2,11,2018,765.0,534.0,,
871,9,2,11,2018,818.0,573.0,,
900,10,2,11,2018,827.0,593.0,,
924,11,2,11,2018,867.0,647.0,,
905,12,2,11,2018,876.0,613.0,,
932,13,2,11,2018,824.0,621.0,,
909,14,2,11,2018,831.0,622.0,,
906,15,2,11,2018,846.0,608.0,,
897,16,2,11,2018,833.0,595.0,,
930,17,2,11,2018,834.0,596.0,,
971,18,2,11,2018,867.0,600.0,,
974,19,2,11,2018,871.0,601.0,,
974,20,2,11,2018,859.0,621.0,,
974,21,2,11,2018,823.0,629.0,,
895,22,2,11,2018,807.0,612.0,,
890,23,2,11,2018,760.0,587.0,,
816,0,3,11,2018,700.0,534.0,,
766,1,3,11,2018,645.0,504.0,,
741,2,3,11,2018,644.0,472.0,,
731,3,3,11,2018,619.0,472.0,,
687,4,3,11,2018,626.0,412.0,,
709,5,3,11,2018,627.0,397.0,,
